,rent_type_合租,rent_type_整租,rent_type_nan,floor,独立卫生间,电视,is_broker,阳台,area,沙发,facilities_null,热水器,衣柜,price,独立阳台,床,crawl_time,独卫,toilet_num,room_num,floor_total,decoration
489,0,1,0,3,0,0,0,1,102,0,0,0,0,3800,0,0,320,0,1,2,6,3
490,1,0,0,1,0,0,0,1,10,0,0,1,1,2200,0,1,268,0,1,3,18,4
491,0,1,0,2,1,1,1,1,86,1,0,1,1,6000,0,1,316,0,1,3,18,3
492,0,1,0,1,1,1,1,1,80,1,0,1,1,4000,0,1,319,0,1,2,6,4
493,0,1,0,2,1,1,0,1,50,1,0,1,1,1500,0,1,292,0,1,1,12,3
494,0,1,0,3,1,1,0,1,126,1,0,1,1,3500,0,1,269,0,2,3,6,4
495,0,1,0,2,1,1,0,1,42,1,0,1,1,1130,0,1,319,0,1,1,18,3
496,1,0,0,2,0,1,1,1,16,1,0,1,1,1500,0,1,299,0,1,3,23,3
497,0,1,0,2,1,1,0,1,31,1,0,1,1,1900,0,1,316,0,1,1,28,3
498,0,1,0,1,1,1,0,1,70,1,0,1,1,4600,0,1,319,0,1,1,10,4
499,1,0,0,2,1,1,1,1,18,1,0,1,1,1400,0,1,318,0,1,2,6,3
500,0,1,0,2,1,1,1,1,118,1,0,1,1,4200,0,1,297,0,2,2,11,3
501,1,0,0,1,1,1,1,1,14,1,0,1,1,650,0,1,269,0,1,4,18,3
502,1,0,0,2,0,0,1,0,17,0,1,0,0,2000,0,0,293,0,1,3,6,3
503,0,1,0,2,1,1,1,1,110,1,0,1,1,8000,0,1,293,0,1,3,27,3
504,1,0,0,1,0,1,1,0,25,1,0,1,1,1660,1,1,85,1,2,3,6,4
505,0,1,0,2,1,1,1,1,90,1,0,1,1,4300,0,1,318,0,1,2,28,3
506,0,1,0,2,1,1,1,1,50,1,0,1,1,4500,0,1,263,0,1,1,6,3
507,1,0,0,3,1,1,1,1,25,1,0,1,1,2000,0,1,297,0,1,3,25,4
508,0,1,0,2,1,1,0,1,88,1,0,1,1,3100,0,1,318,0,1,2,16,3
509,0,1,0,1,0,1,1,0,37,1,0,1,1,4000,1,1,85,1,1,1,6,4
510,0,1,0,3,1,1,1,1,35,1,0,1,1,3500,0,1,269,0,1,1,9,4
511,0,1,0,2,1,0,1,1,40,1,0,1,1,1200,0,1,269,0,1,1,6,3
512,1,0,0,2,0,1,1,1,26,1,0,1,1,2000,0,1,292,0,1,4,7,3
513,1,0,0,1,0,1,1,1,26,1,0,1,1,2000,0,1,292,0,2,3,24,4
514,1,0,0,2,1,1,1,1,15,1,0,1,1,1300,0,1,322,0,1,3,32,3
515,0,1,0,1,0,1,1,0,60,0,0,1,0,6000,0,1,277,0,1,1,15,4
516,0,1,0,2,1,1,1,1,70,1,0,1,1,2800,0,1,319,0,1,2,6,3
517,1,0,0,2,0,1,1,0,20,1,0,1,1,1900,1,1,85,1,1,3,6,3
518,1,0,0,2,0,1,1,0,20,1,0,1,1,1850,1,1,85,1,1,3,6,3
519,0,1,0,1,1,1,1,1,55,1,0,1,1,1400,0,1,292,0,1,1,28,4
520,0,1,0,2,1,1,1,1,80,1,0,1,1,3900,0,1,319,0,1,2,25,3
521,1,0,0,2,1,1,1,1,19,1,0,1,1,1350,0,1,320,0,1,1,13,3
522,0,1,0,2,1,1,1,1,180,1,0,1,1,18000,0,1,322,0,2,3,18,3
523,0,1,0,3,1,1,1,1,93,1,0,1,1,3000,0,1,268,0,1,2,11,4
524,1,0,0,2,1,1,1,1,16,1,0,1,1,1300,0,1,321,0,1,3,6,3
525,1,0,0,1,1,1,0,1,26,1,0,1,1,2300,0,1,320,0,2,4,15,4
526,0,1,0,2,1,1,1,1,97,1,0,1,1,3100,0,1,321,0,1,3,6,3
527,0,1,0,2,1,1,0,1,52,1,0,1,1,2700,0,1,264,0,1,2,6,3
528,0,1,0,2,1,1,0,1,50,1,0,1,1,5500,0,1,321,0,1,1,6,3
529,0,1,0,2,1,1,1,1,55,1,0,1,1,3200,0,1,268,0,1,1,29,3
530,0,1,0,1,1,1,1,1,85,1,0,1,1,7500,0,1,317,0,1,3,6,3
531,0,1,0,3,1,1,1,1,60,1,0,1,1,6000,0,1,263,0,1,1,16,4
532,0,1,0,3,0,1,1,0,55,0,0,1,0,3900,0,1,320,0,1,1,18,4
533,0,1,0,1,1,1,1,1,125,1,0,1,1,5900,0,1,265,0,2,4,6,4
534,1,0,0,1,1,1,1,1,16,1,0,1,1,900,0,1,322,0,1,3,6,4
535,1,0,0,2,1,1,1,1,25,1,0,1,1,2500,0,1,318,0,1,3,24,3
536,0,1,0,2,0,1,1,0,80,1,0,1,1,4200,1,1,100,1,1,2,14,3
537,0,1,0,1,1,1,1,1,68,1,0,1,1,3800,0,1,297,0,1,2,6,4
538,1,0,0,1,1,1,1,1,16,1,0,1,1,500,0,1,319,0,2,3,25,4
539,0,1,0,2,0,0,1,0,90,0,0,1,0,3000,0,0,319,0,1,2,11,3
540,0,1,0,3,1,1,1,1,60,1,0,1,1,5400,0,1,323,0,1,2,6,4
541,1,0,0,1,1,1,0,1,16,1,0,1,1,1600,0,1,318,0,2,3,18,4
542,0,1,0,2,1,1,1,1,133,1,0,1,1,9000,0,1,320,0,2,3,24,3
543,0,1,0,2,1,1,1,1,90,1,0,1,1,6500,0,1,322,0,1,2,25,3
544,0,1,0,1,1,1,1,1,45,1,0,1,1,1900,0,1,319,0,1,1,6,4
545,0,1,0,1,1,1,1,1,53,1,0,1,1,2900,0,1,269,0,1,2,6,3
546,0,1,0,2,0,1,1,0,101,1,0,1,1,12000,1,1,85,1,2,1,16,3
547,0,1,0,1,0,1,1,0,65,0,0,1,0,4200,0,1,323,0,1,2,6,2
548,1,0,0,2,1,1,1,1,25,1,0,1,1,1900,0,1,298,0,2,3,6,3
549,0,1,0,2,1,1,1,1,55,1,0,1,1,2300,0,1,320,0,1,1,6,3
550,0,1,0,1,1,1,1,1,55,1,0,1,1,4500,0,1,320,0,1,1,6,4
551,0,1,0,3,1,1,0,1,103,1,0,1,1,3300,0,1,269,0,1,2,10,3
552,1,0,0,2,1,1,1,1,24,1,0,1,1,1800,0,1,316,0,1,3,27,3
553,0,1,0,3,0,1,1,1,87,1,0,1,1,7500,0,1,222,1,1,2,28,2
554,1,0,0,2,0,0,1,0,25,0,1,0,0,2200,0,0,293,0,1,2,21,3
555,0,1,0,2,0,1,1,0,128,0,0,1,0,8300,0,1,299,0,2,3,6,3
556,0,1,0,1,1,0,1,1,56,0,0,0,0,2500,0,0,316,0,1,1,11,2
557,0,1,0,1,1,1,1,1,85,1,0,1,1,7200,0,1,323,0,1,2,28,4
558,0,1,0,3,1,1,1,1,69,1,0,1,1,4100,0,1,322,0,1,2,6,4
559,0,1,0,3,1,1,1,1,60,1,0,1,1,3100,0,1,321,0,1,1,24,4
560,1,0,0,1,1,1,1,1,12,1,0,1,1,900,0,1,298,0,1,3,26,3
561,0,1,0,3,1,1,1,1,45,1,0,1,1,2800,0,1,267,0,1,1,22,5
562,0,1,0,3,0,1,1,0,80,0,0,1,0,7800,0,1,267,0,1,2,23,4
563,0,1,0,1,1,1,1,1,89,1,0,1,1,3600,0,1,317,0,1,2,15,4
564,0,1,0,2,1,1,1,1,112,1,0,1,1,1700,0,1,296,0,1,2,24,3
565,0,1,0,1,1,1,0,1,82,1,0,1,1,3200,0,1,263,0,1,2,6,4
566,1,0,0,3,1,1,1,1,25,1,0,1,1,2000,0,1,264,0,1,3,7,4
567,0,1,0,1,1,1,1,1,90,1,0,1,1,3500,0,1,297,0,2,2,13,4
568,1,0,0,2,1,1,1,1,15,1,0,1,1,450,0,1,297,0,2,3,12,3
569,1,0,0,3,0,1,1,0,24,1,0,1,1,2400,1,1,85,1,1,3,16,4
570,0,1,0,2,1,1,1,1,50,1,0,1,1,3500,0,1,321,0,1,1,6,3
571,0,1,0,2,1,1,1,1,93,1,0,1,1,6100,0,1,318,0,1,3,19,3
572,0,1,0,3,0,1,1,0,46,0,0,1,0,2200,0,1,316,0,1,1,19,2
573,0,1,0,2,1,1,0,1,45,1,0,1,1,800,0,1,321,0,1,1,17,3
574,0,1,0,2,1,1,0,1,54,1,0,1,1,2900,0,1,277,0,1,1,13,3
575,1,0,0,1,1,1,1,1,15,1,0,1,1,1100,0,1,322,0,1,3,21,4
576,0,1,0,2,1,1,1,1,110,1,0,1,1,9000,0,1,270,0,2,2,18,3
577,1,0,0,1,1,1,1,1,25,1,0,1,1,1400,0,1,318,0,1,1,6,4
578,0,1,0,3,0,0,1,0,78,0,1,0,0,3200,0,0,280,0,1,1,13,4
579,0,1,0,3,0,1,1,1,48,1,0,1,1,4700,0,0,241,1,1,1,22,4
580,0,1,0,3,0,1,1,0,35,0,0,1,0,1900,0,1,316,0,1,1,6,3
581,1,0,0,1,0,1,1,0,30,0,0,1,0,3600,0,1,85,0,1,1,18,5
582,1,0,0,1,1,1,1,1,20,1,0,1,1,1999,0,1,320,0,1,3,25,4
583,1,0,0,3,0,0,1,0,18,0,0,1,1,1300,0,1,320,0,1,3,27,4
584,0,1,0,1,1,1,1,1,90,1,0,1,1,3300,0,1,320,0,1,2,6,4
585,0,1,0,3,1,0,1,1,55,0,0,1,0,5000,0,1,292,0,1,1,24,4
586,0,1,0,1,1,1,1,1,50,1,0,1,1,6000,0,1,267,0,1,1,19,4
587,0,1,0,3,1,1,1,1,35,1,0,1,1,3500,0,1,322,0,1,1,6,4
588,0,1,0,2,1,1,0,1,110,1,0,1,1,5000,0,1,279,0,1,3,11,3
589,0,1,0,2,1,1,1,1,99,1,0,1,1,7800,0,1,322,0,1,2,28,3
590,1,0,0,2,0,1,1,0,20,1,0,1,1,1500,0,1,265,0,1,3,6,3
591,0,1,0,3,1,1,1,1,100,1,0,1,1,6000,0,1,293,0,2,2,19,4
592,1,0,0,2,0,1,1,1,25,1,0,1,1,2400,0,1,263,0,1,2,28,3
593,0,1,0,1,0,1,1,0,80,0,0,1,0,4500,0,1,317,0,1,2,18,4
594,0,1,0,3,0,1,1,0,90,0,0,1,0,3700,0,1,316,0,1,2,18,4
595,0,1,0,3,1,1,1,1,70,1,0,1,1,3000,0,1,319,0,1,2,6,3
596,1,0,0,2,0,0,1,0,22,0,0,1,0,2160,0,1,320,0,1,3,18,3
597,0,1,0,3,1,1,1,1,44,1,0,1,1,4700,0,1,292,0,1,1,6,2
598,0,1,0,1,1,1,1,1,53,1,0,1,1,4900,0,1,296,0,1,1,18,4
599,0,1,0,2,0,1,1,0,55,0,0,1,0,4000,0,1,322,0,1,2,8,3
600,0,1,0,2,1,1,1,1,55,1,0,1,1,4600,0,1,316,0,1,1,6,3
601,1,0,0,3,0,1,1,0,30,1,0,1,1,2100,1,1,84,1,2,3,6,4
602,1,0,0,1,0,1,0,1,20,0,0,1,1,2200,0,1,263,0,1,2,29,4
603,1,0,0,1,1,1,1,1,25,1,0,1,1,1900,0,1,323,0,1,3,6,4
604,0,1,0,2,1,1,0,1,40,1,0,1,1,1800,0,1,278,0,1,1,28,3
605,1,0,0,2,1,1,1,1,18,1,0,1,1,1650,0,1,298,0,1,3,25,3
606,0,1,0,2,1,1,1,1,65,1,0,1,1,5500,0,1,295,0,1,2,6,3
607,0,1,0,2,1,1,1,1,118,1,0,1,1,11800,0,1,295,0,2,2,16,3
608,0,1,0,2,1,1,1,1,42,1,0,1,1,3500,0,1,315,0,1,1,6,3
609,0,1,0,1,1,1,1,1,80,1,0,1,1,7500,0,1,317,0,1,3,6,3
610,0,1,0,2,1,1,1,1,110,1,0,1,1,4500,0,1,320,0,1,3,26,3
611,1,0,0,3,1,1,1,1,136,1,0,1,1,1300,0,1,298,0,1,3,6,4
612,0,1,0,3,1,1,1,1,85,1,0,1,1,17000,0,1,294,0,1,2,6,4
613,0,1,0,2,1,1,1,1,45,1,0,1,1,4100,0,1,320,0,1,1,6,3
614,0,1,0,2,1,1,1,1,52,1,0,1,1,1300,0,1,296,0,1,1,32,3
615,1,0,0,2,1,1,1,1,30,1,0,1,1,1500,0,1,316,0,1,3,6,3
616,0,1,0,2,0,1,1,0,80,0,0,1,0,2700,0,1,318,0,1,2,6,3
617,1,0,0,1,0,1,1,1,17,1,0,1,1,900,0,1,321,0,1,2,20,4
618,1,0,0,3,0,1,1,0,72,1,0,1,1,1800,1,1,85,1,1,3,6,4
619,0,1,0,2,1,0,1,1,70,0,0,1,0,3300,0,1,263,0,1,1,6,3
620,0,1,0,1,1,1,1,1,65,1,0,1,1,2900,0,1,263,0,1,1,28,4
621,0,1,0,1,1,1,1,1,100,1,0,1,1,7000,0,1,282,0,1,3,6,4
622,0,1,0,2,1,0,1,1,83,0,0,0,0,2700,0,0,319,0,2,2,15,3
623,0,1,0,2,0,1,1,0,60,1,0,1,1,5300,1,1,85,1,1,1,6,3
624,1,0,0,2,1,1,1,1,19,1,0,1,1,800,0,1,320,0,1,3,6,3
625,0,1,0,1,1,1,1,1,65,1,0,1,1,3500,0,1,320,0,1,2,6,3
626,0,1,0,1,0,0,1,0,61,0,1,0,0,1400,0,0,281,0,1,1,6,4
627,1,0,0,2,1,1,1,1,20,1,0,1,1,1600,0,1,321,0,1,3,6,3
628,1,0,0,1,0,1,1,0,14,1,0,1,1,1500,0,1,263,0,1,3,21,4
629,1,0,0,1,1,1,1,1,25,1,0,1,1,1850,0,1,296,0,1,1,22,4
630,0,1,0,2,1,1,1,1,65,1,0,1,1,5700,0,1,320,0,1,2,6,3
631,0,1,0,3,1,1,1,1,112,1,0,1,1,14000,0,1,319,0,1,3,18,4
632,0,1,0,2,0,0,1,0,80,0,1,0,0,13500,0,0,268,0,1,1,25,3
633,0,1,0,2,0,0,1,0,76,0,0,0,0,6300,0,1,319,0,1,1,13,3
634,0,1,0,3,1,1,1,1,117,1,0,1,1,12000,0,1,318,0,2,2,29,4
635,0,1,0,3,1,1,1,1,89,0,0,1,0,6000,0,1,321,0,1,3,27,4
636,0,1,0,3,0,1,0,1,10,1,0,1,1,550,0,1,268,0,1,2,6,3
637,0,1,0,2,0,1,1,0,65,0,0,1,0,5800,0,1,323,0,1,2,6,3
638,0,1,0,2,0,1,1,0,40,1,0,1,1,3000,1,1,85,1,1,1,6,3
639,1,0,0,2,1,1,1,1,24,1,0,1,1,1800,0,1,269,0,1,3,20,3
640,0,1,0,2,1,1,1,1,60,0,0,1,0,3900,0,1,277,0,1,1,28,3
641,1,0,0,2,0,1,1,0,26,0,0,1,0,2366,0,1,320,0,1,3,12,3
642,0,1,0,2,1,1,1,1,45,1,0,1,1,4600,0,1,323,0,1,2,6,3
643,0,1,0,3,1,1,1,1,240,1,0,1,1,22000,0,1,317,0,2,4,27,4
644,1,0,0,2,1,1,1,1,22,1,0,1,1,2000,0,1,318,0,2,4,25,3
645,0,1,0,2,0,0,1,0,120,0,1,0,0,11500,0,0,320,0,1,3,6,3
646,0,1,0,1,1,1,1,1,56,1,0,1,1,4500,0,1,315,0,1,2,6,4
647,0,1,0,3,1,0,0,1,50,1,0,1,1,5800,0,1,265,0,1,1,6,4
648,0,1,0,2,0,0,1,0,65,0,0,1,0,4000,0,1,317,0,1,2,6,3
649,1,0,0,2,1,1,1,1,24,1,0,1,1,2200,0,1,320,0,1,3,24,3
650,1,0,0,2,0,0,1,0,13,0,1,0,0,980,0,0,322,0,1,3,12,3
651,0,1,0,3,0,0,1,0,49,0,0,0,0,8500,0,1,292,0,1,2,6,4
652,0,1,0,3,0,1,1,0,50,0,0,1,0,5000,0,1,296,0,1,2,28,3
653,0,1,0,2,1,0,1,1,190,0,0,1,0,16000,0,0,322,0,2,3,32,3
654,0,1,0,3,0,0,1,0,77,0,0,0,0,7500,0,1,322,0,2,2,6,2
655,0,1,0,3,0,1,1,0,90,0,0,1,0,4300,0,1,322,0,1,2,11,4
656,0,1,0,3,1,1,1,1,60,1,0,1,1,4800,0,1,320,0,1,1,10,4
657,0,1,0,2,1,1,1,0,148,1,0,1,1,12300,0,1,316,0,2,3,21,3
658,1,0,0,3,0,0,1,1,13,0,0,1,1,800,0,1,317,0,1,2,6,2
659,0,1,0,2,1,1,1,1,95,1,0,1,1,4600,0,1,321,0,1,2,6,3
660,0,1,0,1,1,1,1,1,80,1,0,1,1,4900,0,1,322,0,1,2,6,4
661,0,1,0,3,1,1,1,1,166,1,0,1,1,9000,0,1,282,0,3,3,16,4
662,1,0,0,1,0,1,1,1,25,1,0,1,1,1600,0,1,241,1,1,2,6,4
663,0,1,0,2,1,1,1,1,96,1,0,1,1,7200,0,1,320,0,1,3,12,3
664,0,1,0,1,1,1,1,1,40,1,0,1,1,2700,0,1,316,0,1,1,6,4
665,0,1,0,2,1,1,1,1,110,1,0,1,1,5300,0,1,316,0,1,3,6,3
666,0,1,0,1,1,0,1,1,65,0,0,1,0,4500,0,1,323,0,1,2,6,3
667,0,1,0,2,0,0,1,0,56,0,0,1,0,2000,0,1,321,0,1,1,15,3
668,0,1,0,1,0,1,1,1,86,1,0,1,1,6500,0,1,319,0,1,3,16,4
669,1,0,0,2,1,0,1,0,19,0,0,1,1,1990,0,1,316,0,1,3,24,3
670,1,0,0,2,1,1,1,1,15,1,0,1,1,1490,0,1,316,0,1,3,28,3
671,0,1,0,2,1,1,1,1,55,1,0,1,1,5200,0,1,322,0,1,1,6,3
672,0,1,0,2,0,1,1,0,46,0,0,1,0,5000,0,1,321,0,1,1,17,3
673,1,0,0,1,1,1,1,1,18,1,0,1,1,1750,0,1,321,0,1,3,26,4
674,1,0,0,3,0,0,0,0,10,0,0,1,1,800,0,1,296,0,1,3,7,4
675,0,1,0,3,1,0,1,1,18,0,0,1,1,1900,0,1,319,0,1,1,22,4
676,1,0,0,2,0,1,1,1,11,1,0,1,1,2080,0,1,322,0,1,4,8,3
677,0,1,0,2,1,1,1,1,58,1,0,1,1,2300,0,1,321,0,1,1,9,3
678,0,1,0,2,1,1,1,1,18,1,0,1,1,2000,0,1,318,0,1,1,21,3
679,1,0,0,3,1,1,0,1,30,0,0,1,1,2700,0,1,322,0,1,2,6,4
680,0,1,0,2,1,1,1,1,28,1,0,1,1,2400,0,1,319,0,1,1,26,3
681,1,0,0,2,1,1,1,1,20,1,0,1,1,1800,0,1,320,0,1,3,28,3
682,0,1,0,3,1,0,1,1,90,0,0,0,0,3700,0,0,320,0,1,2,18,4
683,0,1,0,1,1,1,1,1,90,1,0,1,1,5800,0,1,318,0,1,2,6,4
684,0,1,0,2,1,1,1,1,88,1,0,1,1,2800,0,1,320,0,1,2,14,3
685,0,1,0,2,0,1,1,0,185,0,0,1,0,13000,0,1,263,0,2,4,18,3
686,0,1,0,3,1,0,1,1,99,0,0,0,0,2500,0,0,319,0,1,2,6,2
687,1,0,0,1,1,1,1,1,80,1,0,1,1,3500,0,1,296,0,1,2,6,4
688,0,1,0,1,1,1,1,1,65,1,0,1,1,4500,0,1,320,0,1,2,6,4
689,0,1,0,2,0,1,1,0,98,0,0,1,0,2800,0,1,280,0,1,2,19,3
690,0,1,0,3,1,1,1,1,47,1,0,1,1,4300,0,1,282,0,1,1,9,4
691,0,1,0,1,1,1,1,1,80,1,0,1,1,5500,0,1,263,0,2,2,6,4
692,0,1,0,2,1,1,1,1,48,1,0,1,1,4500,0,1,319,0,1,1,18,3
693,1,0,0,2,1,1,1,1,13,1,0,1,1,1000,0,1,297,0,1,3,6,3
694,1,0,0,1,1,1,1,1,25,1,0,1,1,2080,0,1,293,0,1,3,6,4
695,0,1,0,2,1,1,1,1,104,1,0,1,1,8500,0,1,320,0,1,3,6,3
696,1,0,0,2,0,1,1,1,26,1,0,1,1,950,0,1,239,1,1,2,6,3
697,0,1,0,1,1,1,0,0,42,1,0,1,1,6800,0,1,319,0,1,1,21,4
698,0,1,0,1,1,1,1,1,139,1,0,1,1,12000,0,1,297,0,2,3,28,4
699,0,1,0,2,1,0,1,1,87,0,0,0,0,3000,0,0,264,0,1,2,6,3
700,0,1,0,2,1,1,1,1,33,1,0,1,1,3080,0,1,322,0,1,1,7,3
701,0,1,0,2,1,1,1,1,90,1,0,1,1,5800,0,1,322,0,1,3,6,3
702,0,1,0,1,1,1,0,1,75,0,0,1,1,5800,0,1,265,0,1,3,6,2
703,1,0,0,2,1,1,1,1,20,1,0,1,1,1700,0,1,319,0,1,3,20,3
704,0,1,0,2,1,1,1,1,90,1,0,1,1,6800,0,1,297,0,1,2,24,3
705,1,0,0,2,0,1,1,0,23,1,0,1,1,1750,0,1,321,0,1,3,6,3
706,1,0,0,1,1,1,0,1,18,1,0,1,1,2500,0,1,319,0,1,2,6,3
707,0,1,0,2,1,1,1,1,62,1,0,1,1,2900,0,1,318,0,1,2,6,3
708,0,1,0,3,1,1,1,1,60,1,0,1,1,4500,0,1,264,0,1,2,11,4
709,0,1,0,2,1,1,0,1,65,1,0,1,1,7000,0,1,266,0,1,1,22,3
710,0,1,0,1,1,1,1,1,100,1,0,1,1,6300,0,1,321,0,1,3,6,3
711,1,0,0,3,1,1,1,1,14,1,0,1,1,1050,0,1,319,0,1,3,6,4
712,0,1,0,2,0,0,1,0,75,1,0,1,1,2600,0,1,322,0,1,2,16,3
713,0,1,0,3,1,1,1,1,50,1,0,1,1,3700,0,1,298,0,1,1,6,3
714,1,0,0,1,0,1,1,0,15,1,0,1,1,1399,0,1,322,0,1,3,15,3
715,0,1,0,3,0,0,1,0,87,0,0,0,0,2800,0,1,295,0,1,2,6,2
716,0,1,0,3,0,1,1,0,78,0,0,1,0,7000,0,1,268,0,1,3,6,4
717,0,1,0,3,0,0,1,0,60,0,0,1,0,3500,0,1,268,0,1,2,6,4
718,0,1,0,1,1,1,1,1,106,1,0,1,1,7500,0,1,296,0,2,3,28,4
719,0,1,0,1,0,0,1,0,108,0,0,0,0,13500,0,1,267,0,1,2,21,4
720,1,0,0,3,1,1,1,1,25,1,0,1,1,2500,0,1,323,0,1,2,6,4
721,0,1,0,2,0,0,1,0,85,0,1,0,0,11500,0,0,267,0,1,1,23,3
722,1,0,0,3,1,1,0,1,25,1,0,1,1,2300,0,1,320,0,2,3,26,4
723,0,1,0,3,1,1,1,1,53,1,0,1,1,1300,0,1,292,0,1,1,18,3
724,0,1,0,3,0,1,1,0,115,0,0,1,0,7000,0,1,294,0,1,2,25,4
725,0,1,0,1,0,0,1,0,170,0,1,0,0,12000,0,0,264,0,2,5,6,3
726,0,1,0,3,1,1,1,1,128,1,0,1,1,11500,0,1,280,0,2,3,10,4
727,0,1,0,2,1,1,1,1,20,1,0,1,1,1900,0,1,320,0,1,1,25,3
728,1,0,0,2,1,1,1,1,25,1,0,1,1,2600,0,1,319,0,1,3,27,3
729,0,1,0,3,1,1,1,1,56,1,0,1,1,7090,0,1,322,0,1,2,6,4
730,1,0,0,2,1,1,1,1,24,1,0,1,1,1700,0,1,322,0,1,3,17,3
731,0,1,0,2,1,1,1,1,80,1,0,1,1,2800,0,1,293,0,1,2,29,3
732,0,1,0,2,1,1,1,1,65,1,0,1,1,5200,0,1,293,0,1,2,6,3
733,0,1,0,3,0,1,1,0,155,0,0,1,0,14000,0,1,276,0,2,3,26,2
