,rent_type_合租,rent_type_整租,rent_type_nan,floor,独立卫生间,电视,is_broker,阳台,area,沙发,facilities_null,热水器,衣柜,price,独立阳台,床,crawl_time,独卫,toilet_num,room_num,floor_total,decoration
734,0,1,0,2,1,1,1,1,51,1,0,1,1,4200,0,1,294,0,1,1,6,3
735,0,1,0,3,1,1,1,1,115,1,0,1,1,7000,0,1,292,0,1,3,34,5
736,1,0,0,2,1,1,0,1,12,1,0,1,1,1020,0,1,269,0,1,3,22,3
737,0,1,0,1,1,1,1,1,62,1,0,1,1,3900,0,1,318,0,1,2,6,4
738,0,1,0,2,0,0,1,0,75,0,0,0,0,7300,0,1,318,0,1,1,22,3
739,0,1,0,1,0,1,1,0,105,0,0,1,0,4300,0,1,270,0,1,2,6,4
740,0,1,0,3,1,1,1,1,89,1,0,1,1,2500,0,1,319,0,1,2,6,4
741,1,0,0,2,1,1,1,1,15,1,0,1,1,1350,0,1,296,0,1,3,6,3
742,0,1,0,2,1,1,1,1,89,1,0,1,1,8000,0,1,322,0,1,2,24,3
743,1,0,0,2,1,1,1,1,30,1,0,1,1,2800,0,1,319,0,2,4,25,3
744,1,0,0,2,1,1,0,1,32,1,0,1,1,2000,0,1,280,0,1,3,10,3
745,0,1,0,1,1,1,1,1,65,1,0,1,1,6100,0,1,322,0,1,1,22,4
746,0,1,0,1,1,1,1,1,120,1,0,1,1,12500,0,1,293,0,1,3,19,4
747,1,0,0,2,0,1,1,0,17,1,0,1,1,1499,0,1,321,0,1,3,6,3
748,0,1,0,2,1,1,1,1,45,1,0,1,1,5000,0,1,279,0,1,1,6,3
749,0,1,0,2,1,1,1,1,67,1,0,1,1,5500,0,1,321,0,1,2,9,3
750,0,1,0,1,0,1,1,0,70,0,0,1,0,6000,0,1,297,0,1,1,21,4
751,0,1,0,3,0,1,1,0,110,0,0,1,0,7000,0,1,320,0,1,2,42,2
752,0,1,0,1,1,1,1,1,162,1,0,1,1,8000,0,1,267,0,1,2,9,3
753,1,0,0,3,1,1,1,1,30,1,0,1,1,2800,0,1,295,0,1,1,9,4
754,0,1,0,3,1,1,1,1,93,1,0,1,1,1800,0,1,315,0,1,2,6,4
755,0,1,0,2,1,1,1,1,62,1,0,1,1,5200,0,1,293,0,1,2,6,3
756,1,0,0,1,1,1,1,1,15,1,0,1,1,700,0,1,280,0,2,3,6,4
757,0,1,0,3,0,1,1,0,55,0,0,1,0,3400,0,1,280,0,1,2,21,4
758,0,1,0,2,0,1,1,0,50,0,0,1,0,7000,0,1,267,0,1,1,25,3
759,0,1,0,1,1,1,1,1,140,1,0,1,1,12500,0,1,269,0,2,2,31,5
760,1,0,0,1,0,1,1,1,20,1,0,1,1,1600,0,1,267,0,1,2,6,4
761,1,0,0,2,1,1,0,1,18,1,0,1,1,800,0,1,267,0,1,2,6,3
762,1,0,0,2,1,1,1,1,25,1,0,1,1,1800,0,1,320,0,1,3,6,3
763,0,1,0,1,1,1,1,1,102,1,0,1,1,12000,0,1,322,0,1,3,6,4
764,1,0,0,3,1,1,0,1,20,1,0,1,1,1300,0,1,317,0,1,2,19,4
765,1,0,0,1,1,1,1,1,12,1,0,1,1,1100,0,1,269,0,1,2,6,3
766,0,1,0,2,1,1,1,1,95,1,0,1,1,5300,0,1,321,0,1,2,29,3
767,1,0,0,2,1,1,1,1,20,1,0,1,1,1800,0,1,269,0,2,3,25,3
768,0,1,0,2,1,1,1,1,52,1,0,1,1,3300,0,1,293,0,1,1,26,3
769,0,1,0,2,1,1,1,1,32,1,0,1,1,2300,0,1,292,0,1,1,6,3
770,0,1,0,2,1,0,1,0,68,0,0,1,0,4500,0,0,266,0,1,1,20,3
771,0,1,0,0,0,1,1,0,18,0,0,1,0,1650,0,1,127,0,1,1,1,4
772,0,1,0,0,0,1,1,0,16,0,0,1,0,1300,0,1,127,0,1,1,1,4
773,0,1,0,0,0,1,1,0,18,0,0,1,0,1500,0,1,127,0,1,1,1,4
774,0,1,0,0,0,1,1,0,60,0,0,1,0,1500,0,1,127,0,1,2,5,2
775,0,1,0,0,0,1,1,0,18,0,0,1,0,1600,0,1,127,0,1,1,1,4
776,0,1,0,0,0,0,1,0,176,0,0,1,0,13500,0,1,127,0,3,4,5,4
777,0,1,0,0,0,1,1,0,22,0,0,1,0,2800,0,1,127,0,1,1,1,4
778,0,1,0,0,0,1,1,0,84,0,0,1,0,2200,0,1,127,0,1,2,5,4
779,0,1,0,0,0,1,1,0,20,0,0,1,0,1500,0,1,127,0,1,1,1,4
780,0,1,0,0,1,1,1,1,80,1,0,1,1,6000,0,1,316,0,1,3,1,4
781,0,1,0,0,0,1,1,0,65,0,0,1,0,5800,0,1,127,0,1,2,2,4
782,0,1,0,0,0,1,1,0,15,1,0,1,1,1500,1,1,131,1,1,1,1,4
783,0,1,0,0,0,1,1,0,18,0,0,1,0,1600,0,1,127,0,1,1,1,4
784,0,1,0,0,0,0,1,0,180,0,0,1,0,6000,0,1,127,0,4,4,3,2
785,0,1,0,0,0,1,1,0,18,1,0,1,1,1500,1,1,127,1,1,1,1,4
786,0,1,0,0,0,1,1,0,66,1,0,1,1,7000,1,1,127,1,1,3,2,4
787,1,0,0,0,0,1,1,0,45,1,0,1,1,2700,1,1,127,0,1,2,5,4
788,1,0,0,0,0,0,1,0,30,0,0,0,0,850,0,1,127,0,1,3,5,4
789,0,1,0,0,0,1,1,0,98,0,0,1,0,3750,1,1,128,0,1,2,5,2
790,0,1,0,0,0,1,1,0,50,1,0,1,1,4500,1,1,123,1,1,2,1,4
791,0,1,0,0,1,1,1,1,60,1,0,1,1,5600,0,1,323,0,1,2,5,5
792,0,1,0,0,1,0,0,0,20,1,0,1,1,700,0,1,316,0,1,1,2,4
793,0,1,0,0,1,1,1,1,35,1,0,1,1,2300,0,1,319,0,1,1,4,4
794,0,1,0,0,1,0,0,1,40,0,0,1,1,1100,0,0,320,0,1,1,3,4
795,1,0,0,0,0,1,1,0,28,1,0,1,1,1260,1,1,85,1,1,3,5,4
796,0,1,0,0,0,0,1,0,25,0,0,1,0,450,0,1,320,0,1,1,3,4
797,0,1,0,0,1,1,1,1,55,1,0,1,1,5520,0,1,317,0,1,2,5,4
798,1,0,0,0,0,1,1,0,20,1,0,1,1,1600,1,1,84,1,1,3,5,4
799,0,1,0,0,1,0,0,0,22,0,0,1,1,650,0,1,296,0,1,1,4,4
800,0,1,0,0,0,0,0,0,22,0,1,0,0,3500,0,0,298,0,1,1,1,5
801,0,1,0,0,1,1,0,1,50,1,0,1,1,5300,0,1,296,0,1,3,3,4
802,0,1,0,0,0,0,0,0,10,0,0,0,1,1000,0,1,295,0,1,1,5,4
803,0,1,0,0,0,1,1,0,134,1,0,1,0,8500,0,1,85,1,2,3,5,5
804,1,0,0,0,0,1,1,0,12,1,0,1,1,1300,1,1,85,1,1,3,5,4
805,0,1,0,0,1,1,0,1,30,1,0,1,1,2350,0,1,280,0,1,1,2,5
806,1,0,0,0,0,0,0,1,20,0,0,0,1,1250,0,1,292,0,2,4,5,3
807,1,0,0,0,1,1,1,1,15,1,0,1,1,1600,0,1,268,0,1,1,5,4
808,0,1,0,0,1,0,1,1,23,0,0,1,1,1200,0,1,265,0,1,1,5,4
809,0,1,0,0,1,0,1,1,22,0,0,1,1,600,0,1,320,0,1,1,3,4
810,0,1,0,0,0,1,1,0,16,1,0,1,1,2300,1,1,85,1,1,1,5,4
811,0,1,0,0,0,0,1,0,65,0,0,1,0,5600,1,1,-14,1,1,2,5,4
812,0,1,0,0,1,0,1,0,22,1,0,1,1,1200,0,1,292,0,1,1,2,4
813,0,1,0,0,0,1,0,0,40,0,0,1,0,5500,0,1,296,0,1,1,3,3
814,0,1,0,0,0,1,1,0,52,1,0,1,1,3200,0,1,83,1,1,2,5,4
815,0,1,0,0,1,1,1,1,20,1,0,1,1,600,0,1,275,0,1,1,3,4
816,0,1,0,0,1,1,1,0,45,1,0,1,1,2900,0,1,317,0,1,2,5,4
817,0,1,0,0,0,1,1,0,49,1,0,1,1,6500,1,1,85,1,1,2,5,4
818,0,1,0,0,0,1,1,0,130,1,0,1,1,6500,1,1,85,1,2,3,2,4
819,0,1,0,0,1,1,1,1,25,1,0,1,1,2700,0,1,320,0,1,1,1,2
820,0,1,0,0,0,0,1,0,83,0,1,0,0,7680,0,0,322,0,1,3,5,3
821,0,1,0,0,1,1,1,1,85,1,0,1,1,11000,0,1,296,0,1,3,5,4
822,0,1,0,0,1,1,0,0,27,1,0,1,1,3100,0,1,276,0,1,1,3,4
823,0,1,0,0,0,0,0,0,80,0,1,0,0,700,0,0,268,0,1,5,5,2
824,0,1,0,0,1,1,1,1,330,1,0,1,1,13000,0,1,320,0,4,5,3,4
825,0,1,0,0,1,1,1,1,84,1,0,1,1,2200,0,1,319,0,1,3,5,2
826,1,0,0,0,1,1,1,1,20,1,0,1,1,1900,0,1,322,0,2,3,5,3
827,0,1,0,0,1,1,1,1,36,1,0,1,1,3800,0,1,322,0,1,1,1,3
828,1,0,0,0,0,1,1,1,18,1,0,1,1,1000,0,1,322,0,7,9,2,4
829,0,1,0,0,1,0,1,0,35,0,0,1,1,4200,0,1,292,0,1,2,1,3
830,0,1,0,0,0,0,1,0,58,0,0,0,0,4200,0,1,318,0,1,2,4,2
831,0,1,0,0,0,1,1,0,25,0,0,1,0,2100,0,1,294,0,1,1,5,3
832,0,1,0,0,0,0,1,0,20,0,1,0,0,1400,0,0,316,0,1,1,4,4
833,0,1,0,0,0,0,1,1,20,0,0,1,1,2300,0,1,239,1,1,1,3,3
834,0,1,0,0,1,1,1,1,25,1,0,1,1,600,0,1,317,0,1,1,4,3
835,0,1,0,0,1,1,1,1,92,1,0,1,1,6800,0,1,293,0,1,3,4,4
836,0,1,0,3,0,1,1,0,50,1,0,1,1,3000,1,1,198,1,1,1,6,0
837,1,0,0,2,0,1,1,0,18,0,0,1,0,499,0,1,197,0,1,3,6,3
838,1,0,0,1,0,1,1,0,20,0,0,1,0,2500,0,1,127,0,1,3,20,4
839,0,1,0,3,0,1,1,0,72,0,0,1,0,4500,0,1,127,0,1,2,6,4
840,0,1,0,3,0,1,1,0,60,0,0,1,0,7300,0,1,127,0,1,2,11,4
841,0,1,0,2,0,1,1,0,90,0,0,1,0,11000,0,1,127,0,1,1,32,3
842,0,1,0,1,0,0,1,0,52,0,1,0,0,6600,0,0,127,0,1,2,22,4
843,0,1,0,3,0,1,1,0,99,0,0,1,0,6500,0,0,241,0,1,2,18,3
844,0,1,0,2,1,1,0,1,83,1,0,1,1,7500,0,1,321,0,1,2,6,3
845,0,1,0,1,1,1,0,0,37,1,0,1,1,4300,0,1,318,0,1,1,23,4
846,0,1,0,1,0,0,1,0,60,0,0,0,0,9500,0,0,318,0,1,1,28,4
847,0,1,0,1,0,1,1,0,65,1,0,1,1,3800,1,1,85,1,1,2,6,4
848,0,1,0,1,0,1,1,0,60,0,0,1,0,5600,0,1,317,0,1,1,18,3
849,0,1,0,3,1,1,1,1,72,1,0,1,1,6700,0,1,296,0,1,2,7,4
850,0,1,0,3,1,1,1,1,80,1,0,1,1,9000,0,1,299,0,1,3,6,4
851,0,1,0,2,0,0,1,0,97,0,0,0,0,4900,0,1,296,0,1,2,20,3
852,0,1,0,1,0,1,1,0,60,1,0,1,1,3000,1,1,100,1,1,1,19,4
853,0,1,0,3,0,1,1,0,60,0,0,1,0,6500,0,0,321,0,1,2,6,3
854,0,1,0,2,1,1,1,1,110,1,0,1,1,14800,0,1,322,0,1,2,16,3
855,0,1,0,1,1,1,1,1,65,1,0,1,1,5600,0,1,318,0,1,2,18,4
856,0,1,0,2,0,0,0,0,59,0,0,1,0,8500,0,0,276,0,1,1,18,3
857,0,1,0,3,1,1,1,1,65,1,0,1,1,5900,0,1,295,0,1,2,6,4
858,0,1,0,3,0,0,1,0,105,0,0,0,0,5500,0,1,321,0,1,2,16,4
859,0,1,0,3,1,1,1,1,95,1,0,1,1,3200,0,1,321,0,1,2,18,2
860,0,1,0,1,0,1,1,0,20,0,0,1,0,1200,0,0,316,0,1,1,6,3
861,0,1,0,2,1,1,0,1,100,1,0,1,1,3000,0,1,279,0,1,2,7,3
862,0,1,0,3,0,0,1,0,43,0,0,0,0,5300,0,1,265,0,1,1,21,4
863,0,1,0,2,1,1,1,1,61,1,0,1,1,5700,0,1,319,0,1,2,18,3
864,0,1,0,2,1,1,1,1,46,1,0,1,1,4400,0,1,267,0,1,2,10,3
865,0,1,0,1,1,1,1,1,65,1,0,1,1,6000,0,1,295,0,1,2,6,4
866,0,1,0,2,1,1,1,1,65,1,0,1,1,6300,0,1,275,0,1,2,16,3
867,1,0,0,1,1,1,1,0,12,1,0,1,1,1800,0,1,283,0,1,2,6,3
868,0,1,0,1,1,1,1,1,204,1,0,1,1,21000,0,1,269,0,2,4,14,4
869,0,1,0,2,0,0,1,0,84,0,0,0,0,7500,0,1,321,0,1,2,24,3
870,0,1,0,1,1,1,0,1,80,1,0,1,1,5000,0,1,282,0,1,2,28,4
871,0,1,0,3,0,1,1,0,76,0,0,1,0,3600,0,1,319,0,1,2,23,4
872,0,1,0,3,0,0,0,1,20,1,0,1,1,1700,0,1,263,0,1,4,28,3
873,0,1,0,2,0,1,1,0,55,1,0,1,1,4300,1,1,85,1,1,1,8,3
874,0,1,0,2,1,1,1,1,60,1,0,1,1,4500,0,1,294,0,1,2,6,3
875,1,0,0,2,0,0,0,1,80,1,0,1,1,1650,0,1,322,0,1,2,7,3
876,0,1,0,1,0,0,1,0,61,0,0,0,0,7000,0,1,296,0,1,3,6,4
877,0,1,0,2,1,0,0,1,86,0,0,1,1,2800,0,0,276,0,1,2,16,3
878,0,1,0,2,0,0,1,0,192,0,0,0,0,17000,0,1,321,0,2,3,21,3
879,0,1,0,1,0,0,1,0,65,0,0,0,0,3000,0,1,297,0,1,2,6,2
880,0,1,0,3,0,1,1,0,98,1,0,1,1,7500,1,1,100,1,1,2,19,4
881,0,1,0,1,1,1,1,0,62,1,0,1,1,1500,0,1,265,0,1,2,24,4
882,1,0,0,1,0,0,0,0,20,0,0,1,1,1500,0,1,318,0,1,3,9,2
883,0,1,0,3,0,0,1,0,50,0,0,0,0,7300,0,1,297,0,1,1,20,4
884,0,1,0,1,1,1,1,1,55,1,0,1,1,4600,0,1,318,0,1,1,9,4
885,0,1,0,1,1,1,1,1,65,1,0,1,1,5000,0,1,265,0,1,2,6,4
886,0,1,0,1,0,1,1,0,47,0,0,1,0,4450,0,0,322,0,1,1,25,2
887,0,1,0,1,1,1,1,1,72,1,0,1,1,4600,0,1,321,0,1,2,12,4
888,0,1,0,1,1,1,1,1,60,1,0,1,1,3600,0,1,315,0,1,2,6,3
889,0,1,0,1,1,1,0,1,88,1,0,1,1,4800,0,1,316,0,1,2,27,3
890,0,1,0,3,0,1,1,0,40,0,0,1,0,4000,0,1,292,0,1,1,6,3
891,0,1,0,3,1,1,1,1,80,1,0,1,1,6500,0,1,269,0,1,3,6,3
892,0,1,0,3,1,1,0,1,80,1,0,1,1,4300,0,1,267,0,1,2,28,4
893,0,1,0,3,1,1,1,1,65,1,0,1,1,5300,0,1,321,0,1,2,6,3
894,1,0,0,3,0,1,0,0,30,0,0,1,1,2500,0,1,282,0,1,3,28,2
895,1,0,0,1,1,0,0,1,15,1,0,1,0,750,0,1,298,0,1,2,15,3
896,0,1,0,2,1,1,0,1,45,1,0,1,1,4000,0,1,268,0,1,1,6,3
897,1,0,0,1,0,0,0,0,19,0,0,1,1,1850,0,1,320,0,1,3,14,3
898,0,1,0,2,1,1,1,1,44,1,0,1,1,3000,0,1,316,0,1,1,14,3
899,0,1,0,2,1,1,0,1,97,1,0,1,1,3000,0,1,263,0,1,2,18,3
900,0,1,0,0,0,1,1,0,56,0,0,1,0,2500,0,1,127,0,1,1,5,5
901,0,1,0,0,0,1,1,0,60,0,0,1,0,6300,0,1,127,0,1,2,5,4
902,0,1,0,0,0,1,1,0,43,0,0,1,0,4900,0,1,297,0,1,1,5,4
903,0,1,0,0,1,1,1,1,53,1,0,1,1,3800,0,1,291,0,1,2,5,3
904,0,1,0,0,1,1,0,1,65,1,0,1,1,1900,0,1,278,0,1,2,2,3
905,0,1,0,0,0,1,1,0,28,1,0,1,1,3300,1,1,85,1,1,1,2,4
906,0,1,0,0,0,1,0,0,32,0,0,1,1,3700,0,1,239,1,1,1,4,4
907,0,1,0,0,1,1,1,1,45,1,0,1,1,3500,0,1,270,0,1,1,6,3
908,0,1,0,0,1,0,1,1,16,0,0,1,1,2200,0,1,267,0,1,1,2,5
909,1,0,0,0,1,0,0,1,28,0,0,1,1,600,0,1,318,0,1,1,2,3
910,1,0,0,0,1,0,0,0,15,0,0,1,0,1500,0,1,319,0,1,1,2,2
911,0,1,0,0,1,1,1,1,75,1,0,1,1,7500,0,1,321,0,1,2,5,4
912,0,1,0,0,1,1,1,1,58,1,0,1,1,4200,0,1,322,0,1,2,5,4
913,0,1,0,0,1,1,0,0,30,1,0,1,1,2000,0,1,263,0,1,1,4,4
914,0,1,0,0,1,0,1,0,71,1,0,1,1,2400,0,1,275,0,1,2,5,3
915,0,1,0,2,1,1,0,1,37,1,0,1,1,2200,0,1,318,0,1,1,6,3
916,0,1,0,2,0,0,0,0,60,0,1,0,0,3000,0,0,317,0,1,2,20,3
917,0,1,0,2,1,1,0,1,73,1,0,1,1,6000,0,1,281,0,1,2,23,3
918,0,1,0,2,1,0,0,1,60,0,0,1,1,2400,0,1,280,0,1,1,22,3
919,0,1,0,2,0,0,0,0,107,0,1,0,0,5800,0,0,276,0,1,2,11,3
920,1,0,0,2,1,1,0,1,30,1,0,1,1,2000,0,1,318,0,2,3,33,3
921,0,1,0,2,0,0,1,0,50,0,1,0,0,3800,0,0,280,0,1,1,6,3
922,0,1,0,2,1,0,0,1,89,0,0,1,0,5500,0,0,270,0,1,2,18,3
923,0,1,0,3,1,1,0,1,65,1,0,1,1,2900,0,1,316,0,1,2,18,0
924,0,1,0,3,0,0,0,0,46,0,1,0,0,5700,0,0,316,0,1,1,16,0
925,0,1,0,1,1,1,0,1,52,1,0,1,1,3300,0,1,317,0,1,1,15,0
926,0,1,0,3,0,0,0,0,90,0,1,0,0,4600,0,0,320,0,1,2,24,0
927,1,0,0,1,0,0,0,0,10,1,0,1,1,2060,0,1,322,0,2,4,30,0
928,0,1,0,1,1,1,0,1,47,1,0,1,1,4300,0,1,299,0,1,1,10,0
929,0,1,0,3,0,0,0,0,89,0,1,0,0,1600,0,0,294,0,1,2,32,0
930,0,1,0,1,1,0,0,0,38,0,0,1,1,3000,0,0,322,0,1,2,16,0
931,0,1,0,3,0,0,0,1,91,0,0,1,0,3300,0,0,315,0,1,3,28,0
932,0,1,0,3,1,1,0,1,75,1,0,1,1,4500,0,1,293,0,1,1,6,0
933,1,0,0,1,0,0,0,0,16,1,0,1,1,1000,0,1,294,0,2,3,6,0
934,0,1,0,1,1,1,0,1,102,1,0,1,1,6000,0,1,321,0,1,2,15,0
935,1,0,0,1,0,0,0,0,20,0,1,0,0,1000,0,0,320,0,1,3,19,0
936,0,1,0,3,1,1,0,0,58,1,0,1,1,1400,0,1,268,0,1,1,31,0
937,0,1,0,3,1,1,0,1,87,1,0,1,1,1800,0,1,322,0,1,2,34,0
938,0,1,0,1,1,1,0,1,103,1,0,1,1,3500,0,1,280,0,1,2,11,0
939,1,0,0,1,1,1,0,1,14,0,0,1,1,1600,0,1,294,0,1,3,6,0
940,0,1,0,1,0,0,0,0,61,0,1,0,0,1000,0,0,292,0,1,1,27,0
941,1,0,0,1,0,1,0,0,20,0,0,1,1,2600,0,1,320,0,1,2,6,0
942,0,1,0,1,1,0,0,0,55,1,0,1,1,4900,0,1,322,0,1,1,11,0
943,0,1,0,1,1,1,0,1,48,1,0,1,1,4300,0,1,322,0,1,1,10,0
944,0,1,0,3,1,1,0,1,90,1,0,1,1,4000,0,1,292,0,1,2,15,0
945,0,1,0,0,1,0,0,1,25,0,0,1,1,850,0,1,320,0,1,1,4,0
946,0,1,0,0,0,0,0,0,20,0,1,0,0,1600,0,0,320,0,1,1,3,0
947,0,1,0,0,1,1,0,1,100,1,0,1,1,1200,0,1,317,0,1,3,3,0
948,0,1,0,0,0,0,0,0,30,0,1,0,0,1200,0,0,316,0,1,2,2,0
949,0,1,0,0,1,0,0,0,20,0,0,1,1,1000,0,1,292,0,1,1,2,0
950,1,0,0,0,0,0,0,0,20,0,0,1,1,600,0,1,322,0,1,1,5,0
951,0,1,0,0,0,0,0,0,40,0,0,0,0,400,0,1,322,0,1,1,1,0
952,1,0,0,0,1,0,0,0,25,1,0,1,1,550,0,1,318,0,1,1,2,0
953,0,1,0,0,1,0,0,0,16,0,0,1,1,2300,0,1,294,0,1,1,2,0
954,0,1,0,0,1,1,0,1,85,1,0,1,1,4200,0,1,316,0,1,2,5,0
955,0,1,0,0,0,0,0,1,20,0,0,1,1,500,0,1,282,0,1,1,4,0
956,0,1,0,0,1,1,0,1,20,1,0,1,1,2699,0,1,275,0,1,1,4,0
957,0,1,0,0,1,1,0,0,27,1,0,1,1,1600,0,1,292,0,1,1,4,0
958,0,1,0,0,1,0,0,0,20,0,0,1,1,650,0,1,277,0,1,1,2,0
959,0,1,0,0,0,0,0,0,25,0,1,0,0,1000,0,0,298,0,1,1,2,0
960,0,1,0,0,0,0,0,0,8,0,0,0,1,750,0,1,278,0,1,1,1,0
961,0,1,0,0,0,0,0,0,5,0,0,1,0,1200,0,1,268,0,1,1,1,0
962,0,1,0,0,0,0,0,1,22,0,0,1,1,2100,0,1,266,0,1,1,2,0
963,0,1,0,0,1,1,0,0,15,0,0,1,1,1600,0,1,318,0,1,1,2,0
964,0,1,0,0,1,1,0,1,20,1,0,1,1,1400,0,1,320,0,1,1,2,0
965,0,1,0,0,0,0,0,0,120,0,1,0,0,1200,0,0,320,0,1,4,1,0
966,0,1,0,0,1,0,0,0,15,0,0,1,1,1500,0,1,321,0,1,1,4,0
967,0,1,0,0,0,1,0,1,56,1,0,1,1,2800,0,1,317,0,1,2,5,0
968,0,1,0,0,1,1,0,0,50,1,0,1,1,3799,0,1,269,0,1,1,3,0
969,0,1,0,0,0,0,0,0,20,0,0,1,0,600,0,1,322,0,1,1,3,0
970,1,0,0,2,0,1,1,0,18,0,0,1,0,1700,0,1,127,0,1,1.93713178,13,3
971,1,0,0,1,0,1,1,0,25,0,0,1,0,1800,0,1,127,0,1,1.965406096,6,4
972,1,0,0,1,0,1,1,0,131,0,0,1,0,1500,0,1,127,0,1,2.393560027,11,4
973,1,0,0,1,0,1,1,0,25,0,0,1,0,2050,0,1,127,0,1,1.965406096,16,4
974,1,0,0,2,0,1,1,0,40,0,0,1,0,4200,0,1,127,0,1,2.025993917,30,3
975,1,0,0,3,1,1,1,1,25,1,0,1,1,1500,0,1,319,0,1,1.965406096,24,4
976,1,0,0,3,1,1,1,1,18,1,0,1,1,1800,0,1,296,0,1,1.93713178,24,4
977,1,0,0,2,1,1,1,1,26,1,0,1,1,2100,0,1,321,0,1,1.969445284,11,3
978,1,0,0,2,1,1,1,1,132,1,0,1,1,550,0,1,297,0,1,2.397599215,27,3
979,1,0,0,0,0,0,0,0,63.34055072,0,1,0,0,3500,0,0,318,0,1,3,6,0
