agency_name,broker_id,score,property_fee,house_count,building_count,floor,price,rent_type,pay_type,direction,room_type,is_broker,floor_total,complete_time,hall_num,room_num,area,toilet_num, 公交, 医院, 地铁, 学校, 旅游景点, 美食, 购物, 酒店, 银行,distance1000,distance1500,distance2000,distance500,crawl_time,decoration,district,zone,facilities
链家地产,fang_2228170,63.01,0.8至2.2,3479,56,高,10000,整租,押二付三,南北,,1,9,1950,2,3,144,2,20,20,11,20,20,20,20,20,20,123,91,41,33,2018/2/3 16:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1691124,22.13,0.93至2.02,488,4,中,6500,整租,付三,南北,,1,9,2006,2,3,125,2,20,20,9,20,20,20,20,20,20,108,69,104,68,2018/2/3 21:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2138262,25.09,1.05至1.68,1454,21,低,5000,整租,月付,南,,1,6,1997,1,1,50,1,20,20,7,20,20,20,20,20,20,151,104,42,111,2018/2/4 2:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2203336,38.2,1.14至2.45,2588,9,低,3600,整租,半年付,东南,,1,6,2001,1,1,50,1,20,20,3,20,20,20,20,20,20,95,73,75,36,2018/2/4 7:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2203374,36.57,1.18至1.6,741,3,中,5000,整租,其他,南北,,1,6,2001,1,2,70,1,20,20,4,20,20,20,20,20,20,67,90,88,89,2018/2/4 12:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
北京链家房地产经纪有限公司,fang_840262,30,1.1至1.12,926,5,中,6200,整租,押三付半年,南北,,1,18,2003,1,2,94,1,20,20,5,20,20,20,20,20,20,107,144,30,46,2018/2/4 17:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233713,16.42,1.1至1.68,1036,17,中,1600,合租,押零付一年,南,主,1,6,2004,1,3,20,1,20,20,5,20,20,20,20,20,20,135,72,65,40,2018/2/4 22:00,精,海淀,魏公村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2229380,35.63,1.1至2.5,868,7,高,2000,合租,,北,次,1,6,2003,1,3,16,1,20,16,6,20,20,20,20,20,20,88,44,86,110,2018/2/5 3:00,中,海淀,万寿路,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
福牛地产,fang_2171849,24.61,1.1至2.98,2256,25,中,1300,合租,押一付一年,南,主,1,6,2004,1,3,14,1,20,20,15,20,20,20,20,20,20,111,164,46,79,2018/2/5 8:00,豪,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,21.21,1.1至5.9,379,3,,1200,整租,年付,西,,0,1,2003,1,1,16,1,20,20,4,20,20,20,20,20,20,124,93,68,55,2018/2/5 13:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1920627,14.09,1.2至2.2,390,6,中,4800,整租,押三付六,南北,,1,6,1999,1,2,65,1,20,20,5,20,20,20,20,20,20,132,109,89,41,2018/2/5 18:00,精,海淀,清河,空调|热水器|床|沙发|暖气|宽带网|可做饭|独立卫生间
惠达家业,fang_2176055,38.73,1.2至2.39,3206,22,中,4200,整租,(押一付三 ),南,,1,6,1998,1,1,45,1,20,20,2,20,20,20,20,20,20,68,86,98,59,2018/2/5 23:00,豪,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2238535,29.68,1.38至1.8,3561,18,高,13000,整租,可支持分期月付,西南,,1,16,2003,1,2,118,1,20,20,,20,20,20,20,20,20,89,83,95,43,2018/2/6 4:00,中,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_180018,23.59,1.46至3,1592,14,中,3600,整租,押二付一,南,,1,16,2002,1,1,38,1,20,20,15,20,20,20,20,20,20,150,77,64,47,2018/2/6 9:00,简,海淀,魏公村,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
三品地产,fang_2214710,14.06,1.54至2.2,1773,22,中,16900,整租,押零付十二,南北,,1,8,1997,2,3,130,2,20,20,10,20,20,20,20,20,20,141,122,36,67,2018/2/6 14:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2136542,26.93,1.57至4.9,1991,15,低,7500,整租,付五,南北,,1,6,1996,1,3,88,1,20,20,11,20,20,20,20,20,20,114,93,41,55,2018/2/6 19:00,中,海淀,大钟寺,空调|热水器|床|衣柜|暖气|宽带网|可做饭|独立卫生间
鹏基伟业房地产,fang_2185111,10.17,1.5至1.8,1549,11,低,800,合租,押二付年,南,次,1,6,1990,1,3,15,1,20,20,11,20,20,20,20,20,20,93,98,76,56,2018/2/7 0:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
,,51.38,1.5至2.48,396,2,,3000,整租,押0付11,,,0,2,1991,0,1,18,0,20,20,15,20,20,20,20,20,20,85,83,51,89,2018/2/7 5:00,中,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226968,39.03,1.5至2.8,35,26,低,4800,整租,"(押一付一) 分期付,0压力 月供:436 元 利息:36 我要申请",南,,1,6,1995,1,1,50,1,20,20,13,20,20,20,20,20,20,56,57,40,99,2018/2/7 10:00,中,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_1643652,42.79,1.5至2.98,2126,5,低,4200,整租,(押一付半年),东,,1,10,2009,1,1,47,1,20,20,3,20,17,20,20,20,20,70,95,80,31,2018/2/7 15:00,简,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
中润置家,fang_2233728,49.03,1.7至2.2,660,5,中,1300,合租,押三付十二,南,主,1,12,1995,1,3,15,1,20,20,4,20,20,20,20,20,20,100,126,48,100,2018/2/7 20:00,中,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,30.74,1.85至1.95,987,5,高,6500,整租,付八,,,0,6,2000,1,3,128,1,20,20,13,20,20,20,20,20,20,91,126,116,69,2018/2/8 1:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
安馨建业,fang_1298305,26.71,1.95至3.8,622,6,高,1650,合租,(押一付一),南,次,1,6,1996,1,3,22,1,20,14,,20,6,20,20,20,20,28,32,134,5,2018/2/8 6:00,中,海淀,世纪城,床
,,38.38,2.09至2.95,2411,9,中,7300,整租,押2付5,南北,,1,6,1998,1,3,75,1,20,14,3,20,20,20,20,20,20,33,112,60,41,2018/2/8 11:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1940872,10.23,2.15至2.7,967,7,中,8900,整租,押三付三,南北,,1,6,2007,1,3,90,1,20,20,9,20,20,20,20,20,20,149,135,22,75,2018/2/8 16:00,简,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248740,25.72,2.17至2.47,1272,19,低,1690,整租,押一年付,南,,1,28,2007,1,3,19,1,20,9,,20,20,20,20,18,20,78,89,114,57,2018/2/8 21:00,精,海淀,上地,
北京嘉诚易家房地产经纪有限公司,fang_2142294,20.34,2.35至30,1540,22,高,7000,合租,押三付年,西南,主,1,32,2004,1,3,120,1,20,20,5,20,20,20,20,20,20,123,83,30,81,2018/2/9 2:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1553752,23.13,2.55至4,879,10,中,7000,整租,季付,南北,,1,6,2009,1,2,75,1,20,20,7,20,20,20,20,20,20,125,55,120,71,2018/2/9 7:00,精,海淀,牡丹园,热水器|暖气|可做饭|独立卫生间
我爱我家,fang_2229179,8.33,2.65至2.98,2227,41,高,3200,合租,押三付一,南,主,1,15,2013,1,3,28,1,20,20,6,20,20,20,20,20,20,148,131,85,56,2018/2/9 12:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
亿成房地产,fang_1919129,14.17,2.76至4.5,2313,10,低,1800,合租,押一付三,南,主,1,18,2008,1,3,20,1,20,20,8,20,20,20,20,20,20,137,144,43,52,2018/2/9 17:00,精,海淀,西北旺,床
蛋壳公寓,fang_2248702,25.86,2.88至6,274,3,中,2450,合租,(押二付一) (快速贷款),东北,主,1,24,2006,1,2,25,1,20,20,7,20,20,20,20,20,20,137,63,90,76,2018/2/9 22:00,中,海淀,大钟寺,床
信恒基业,fang_1417039,23.88,2.8至100,853,20,高,1600,合租,付十一,南,主,1,16,2004,1,3,20,1,20,20,5,20,20,20,20,20,20,137,101,54,65,2018/2/10 3:00,中,海淀,四季青,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
蛋壳公寓,fang_2248724,15.75,2.8至5,891,11,中,1900,合租,押二付二,南,主,1,25,2004,1,3,20,1,20,20,10,20,20,20,20,20,20,144,86,90,83,2018/2/10 8:00,豪,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,47.08,2至5,2473,15,中,1100,合租,无押付半年,南,次,1,15,2006,1,2,18,1,20,20,6,20,20,20,20,20,20,62,73,61,120,2018/2/10 13:00,精,海淀,西北旺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228170,0,,,,中,5500,整租,付七,西,,1,9,,1,2,67,1,20,20,4,20,20,20,20,20,20,89,32,89,61,2018/2/10 18:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
惠达家业,fang_2176055,71.47,,,,低,6500,整租,押二付十二,南北,,1,6,,1,2,70,1,20,20,10,20,20,20,20,20,20,120,104,62,106,2018/2/10 23:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2207164,5.83,,13,5,高,2690,合租,押一付四,东,次,1,21,,1,3,8,1,20,20,6,20,20,20,20,20,20,127,99,35,52,2018/2/11 4:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,18.23,,4,1,中,6600,整租,(押一付一) (快速贷款),南北,,1,6,,1,2,65,1,20,20,7,20,20,20,20,20,20,63,82,57,120,2018/2/11 9:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
 链家地产,fang_407154,17.48,,24,1,中,5500,整租,押一付十二,西,,1,9,,1,2,67,1,20,20,4,20,20,20,20,20,20,118,73,28,48,2018/2/11 14:00,精,海淀,安宁庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185111,28.74,,12,3,低,1400,合租,"(押一付三 - 租房贷) 分期付,0压力 月供:835.67 元 利息:69 我要申请",南,次,1,6,,1,3,18,1,20,5,6,19,20,20,20,20,20,73,86,65,12,2018/2/11 19:00,中,海淀,二里庄,床
,,43.94,,8,2,,8000,整租,押零付三,南北,,1,5,,1,2,60,1,20,20,7,20,20,20,20,20,20,96,153,39,39,2018/2/12 0:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|暖气
中天置地,fang_1341133,12.69,,613,5,中,2100,合租,"押零付半年                 ",东,次,1,18,1963,1,3,20,1,20,20,3,20,20,20,20,20,20,109,122,110,100,2018/2/12 5:00,中,海淀,二里庄,空调|热水器|可做饭|独立卫生间
我爱我家,fang_2227184,29.54,,769,8,中,5500,整租,半年付不押,南北,,1,6,2000,1,2,72,1,20,20,4,20,20,20,20,20,20,84,66,71,94,2018/2/12 10:00,精,海淀,北大清华,暖气|可做饭|阳台|独立卫生间
链家地产,fang_407154,18.28,,38,7,低,4000,整租,押零付二,西,,1,6,,1,2,60,1,20,20,13,20,20,20,20,20,20,94,248,29,70,2018/2/12 15:00,中,海淀,安宁庄,热水器|暖气|可做饭|独立卫生间
中天置地,fang_2171270,18.67,,88,1,低,1500,合租,押零付半年,南,次,1,6,1958,1,3,18,1,20,20,,20,20,20,20,20,20,112,107,35,61,2018/2/12 20:00,精,海淀,厂洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
我爱我家,fang_1921973,43.39,,195,43,低,4500,整租,,南北,,1,6,1989,1,1,56,1,20,20,5,20,20,20,20,20,20,115,116,42,54,2018/2/13 1:00,中,海淀,定慧寺,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2229192,43.08,,84,21,低,5000,整租,押一付年,西,,1,21,,1,1,50,1,20,20,4,20,20,20,20,20,20,67,82,59,106,2018/2/13 6:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,35.07,,50,6,高,5000,整租,押零付六,南,,1,10,,1,1,47,1,20,20,5,20,20,20,20,20,20,66,128,78,42,2018/2/13 11:00,中,海淀,北洼路,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2014582,48.08,,81,7,中,7500,整租,押一付六,西南,,1,28,,1,2,112,1,20,20,10,20,20,20,20,20,20,202,78,41,37,2018/2/13 16:00,精,海淀,公主坟,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
鑫居房产,fang_1848858,49.1,,13,4,中,1300,合租,(押二付一),南,次,1,23,,1,3,17,1,20,20,3,20,11,20,20,20,20,112,93,36,69,2018/2/13 21:00,精,海淀,花园桥,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
中天置地,fang_69746,23.96,,54,1,低,2000,合租,押一付半年,南,次,1,6,,1,3,23,1,20,20,9,20,20,20,20,20,20,106,86,98,70,2018/2/14 2:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_482693,17,,0,0,中,6000,整租,押零付年,南北,,1,6,,1,3,80,1,20,20,7,20,20,20,20,20,20,131,46,90,75,2018/2/14 7:00,豪,海淀,车道沟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,51.66,,48,12,中,3800,整租,付一,东,,0,10,,1,1,50,1,20,20,5,20,20,20,20,20,20,103,64,83,74,2018/2/14 12:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
青年嘉业,fang_547296,81.18,,4,1,中,5900,整租,押一付一,南北,,1,6,,1,2,65,1,20,20,12,20,20,20,20,20,20,91,100,133,43,2018/2/14 17:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1920708,25.98,,9,3,中,4500,整租,付六,南,,1,6,,1,1,45,1,20,10,4,20,20,20,20,20,20,50,30,105,76,2018/2/14 22:00,豪,海淀,北太平庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2205137,32.46,,128,5,中,7200,整租,(押二付三),南,,1,18,1953,1,2,88,1,20,20,12,20,20,20,20,20,20,135,127,37,68,2018/2/15 3:00,精,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
福牛地产,fang_2171843,46.76,,9,3,中,2300,合租,(押一付三),南北,主,1,6,,1,3,25,1,20,20,3,20,20,20,20,20,20,93,122,98,59,2018/2/15 8:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北京鹏基伟业房地产经纪有限公司,fang_2151414,36.71,,10,4,中,1250,合租,(押一付三) (快速贷款),南,次,1,6,1980,1,2,15,1,20,20,12,20,20,20,20,20,20,127,69,85,61,2018/2/15 13:00,中,海淀,白石桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1757365,43.65,,1,1,高,7000,整租,(押一付二),东西,,1,6,,1,2,76,1,20,20,8,20,20,20,20,20,20,103,73,84,66,2018/2/15 18:00,豪,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
希望置地,fang_2075135,44.03,,12,3,中,4800,整租,付四,南,,1,16,,1,1,55,1,20,20,15,20,20,20,20,20,20,116,118,49,92,2018/2/15 23:00,精,海淀,航天桥,空调|热水器|衣柜|暖气|宽带网|可做饭|独立卫生间
我爱我家,fang_2227263,53.57,,338,2,中,3500,整租,NULL,南北,,1,6,1989,1,1,45,1,20,6,3,20,14,20,20,6,11,30,35,150,45,2018/2/16 4:00,精,海淀,厂洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
中天置地,fang_1919781,41.62,,144,2,低,1980,合租,押二付三,南,次,1,6,1980,1,3,22,1,20,20,13,20,20,20,20,20,20,148,98,65,47,2018/2/16 9:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248753,29.79,,357,6,高,1870,合租,付三,南,主,1,21,1980,1,3,18,1,20,20,9,20,20,20,20,20,20,125,97,42,59,2018/2/16 14:00,中,海淀,蓟门桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,20.97,,53,13,中,700,合租,月付,南,次,0,6,1915,1,2,25,2,20,20,11,20,20,20,20,20,20,100,140,178,25,2018/2/16 19:00,精,海淀,甘家口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
福兴置地,fang_1957578,29.17,,22,7,中,1000,合租,半年付,南,主,1,6,,1,3,15,1,20,20,3,20,20,20,20,20,20,85,66,80,65,2018/2/17 0:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
美丽家园,fang_1412465,35,,14,5,中,1600,合租,其他,南,次,1,25,,1,3,15,1,20,20,7,20,20,20,20,20,20,132,66,76,75,2018/2/17 5:00,精,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2122070,26.7,,476,7,低,5500,整租,押三付半年,南,,1,15,1987,1,1,49,1,20,20,4,20,13,20,20,20,20,96,66,76,91,2018/2/17 10:00,精,海淀,花园桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248713,39.51,,68,17,中,2200,合租,押零付一年,南,主,1,25,,1,3,22,1,20,20,14,20,20,20,20,20,20,81,90,92,87,2018/2/17 15:00,精,海淀,大钟寺,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|阳台|独立卫生间
链家地产,fang_2122502,42.54,,101,19,低,4500,整租,,北,,1,6,2002,0,1,41,1,20,20,11,20,20,20,20,20,20,111,104,69,30,2018/2/17 20:00,中,海淀,马连洼,电视|空调|洗衣机|微波炉|冰箱|床|沙发|衣柜|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248702,51.67,,16,4,中,1990,合租,押一付一年,南,主,1,24,,1,3,20,1,20,20,15,20,20,20,20,20,20,88,124,64,83,2018/2/18 1:00,精,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
都市易家,fang_2043788,39.58,,225,4,中,1600,合租,年付,北,次,1,19,1974,2,5,18,2,20,5,5,20,20,20,20,20,20,47,34,55,68,2018/2/18 6:00,豪,海淀,交通大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北清易家,fang_2232516,27.09,,9,1,低,7800,整租,押一付十一,南北,,1,6,,1,2,68,1,20,20,5,20,20,20,20,20,20,69,62,63,90,2018/2/18 11:00,精,海淀,北大清华,空调|热水器|床|沙发|暖气|可做饭|阳台|独立卫生间
惠达家业,fang_2176055,37.17,,224,2,中,6800,整租,押三付六,南北,,1,6,1986,1,3,88,1,20,20,3,20,20,20,20,20,20,134,72,86,52,2018/2/18 16:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
都市易家,fang_2169512,50,,13,4,中,1100,合租,(押一付三 ),北,隔断,1,6,,1,3,10,1,20,20,3,20,20,20,20,20,20,142,65,32,62,2018/2/18 21:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
华程,fang_1873796,34.02,,16,4,,3600,整租,可支持分期月付,西,,1,1,,1,1,30,1,20,20,4,20,20,20,20,20,20,129,66,78,101,2018/2/19 2:00,精,海淀,白石桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2205146,25.88,,192,1,低,7000,整租,押二付一,南北,,1,18,,1,2,75,1,20,20,15,20,20,20,20,20,20,169,54,78,26,2018/2/19 7:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
我爱我家,fang_2206050,50.78,,4,1,,8500,整租,押零付十二,南北,,1,5,,1,3,100,1,20,20,3,20,20,20,20,20,20,110,51,56,78,2018/2/19 12:00,精,海淀,军博,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
中天置地,fang_2171251,48.9,,529,3,中,2000,合租,付五,南,次,1,6,1958,1,3,25,1,20,20,10,20,20,20,20,20,20,123,107,44,70,2018/2/19 17:00,简,海淀,白石桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
惠达家业,fang_2213120,44.92,,9,2,,6000,整租,押二付年,南北,,1,3,,1,1,60,1,20,20,15,20,20,20,20,20,20,82,96,80,111,2018/2/19 22:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_414704,32.78,,84,2,低,6400,整租,押0付11,南,,1,16,1987,1,1,60,1,20,20,4,20,20,20,20,20,20,137,94,37,66,2018/2/20 3:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228290,55.04,,175,3,低,9500,整租,"(押一付一) 分期付,0压力 月供:436 元 利息:36 我要申请",南,,1,25,1986,1,2,102,1,20,20,5,20,20,20,20,20,,102,143,53,78,2018/2/20 8:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
